Unnamed: 0,name,localidad,latitude,longitude,type,color
0,C.C. Iserra 100,BARRIOS UNIDOS,4.688481,-74.063971,Paradas SITP,#FDF202
1,Br. Rincón del Chicó,USAQUEN,4.684091,-74.045914,Paradas SITP,#FDF202
2,Gimnasio Iragua,SUBA,4.759867,-74.06635,Paradas SITP,#FDF202
3,Br. Julio Flórez,SUBA,4.689504,-74.071439,Paradas SITP,#FDF202
4,Avenida Calle 80,BARRIOS UNIDOS,4.682626,-74.080392,Paradas SITP,#FDF202
5,Br. Pablo VI Norte,TEUSAQUILLO,4.651927,-74.084384,Paradas SITP,#FDF202
6,Avenida Calle 13,KENNEDY,4.63811,-74.117724,Paradas SITP,#FDF202
7,Br. San Francisco,PUENTE ARANDA,4.625491,-74.108012,Paradas SITP,#FDF202
8,Br. Hipotecho Sur,KENNEDY,4.619447,-74.126021,Paradas SITP,#FDF202
9,Br. Alquería La Fragua II,KENNEDY,4.598327,-74.136273,Paradas SITP,#FDF202
10,Pq. Lagunetas,TUNJUELITO,4.589934,-74.145558,Paradas SITP,#FDF202
11,Br. Arborizadora Baja,TUNJUELITO,4.577435,-74.141362,Paradas SITP,#FDF202
12,Funeraria Claret,RAFAEL URIBE URIBE,4.573561,-74.123687,Paradas SITP,#FDF202
13,Avenida 1 de Mayo,SAN CRISTOBAL,4.571172,-74.089465,Paradas SITP,#FDF202
14,AC 80,BARRIOS UNIDOS,4.682185,-74.08094,Paradas SITP,#FDF202
15,Br. San Felipe,BARRIOS UNIDOS,4.662386,-74.066056,Paradas SITP,#FDF202
16,Br. Barrancas Perlas del Norte,USAQUEN,4.728632,-74.026476,Paradas SITP,#FDF202
17,Br. Iragua,BOSA,4.759618,-74.066025,Paradas SITP,#FDF202
18,Niza Norte,SUBA,4.711234,-74.078999,Paradas SITP,#FDF202
19,Br. Bonanza,ENGATIVA,4.690327,-74.092653,Paradas SITP,#FDF202
20,Br. Nicolás de Federmann,TEUSAQUILLO,4.650901,-74.084514,Paradas SITP,#FDF202
21,Br. Granjas de Techo,FONTIBON,4.64112,-74.114708,Paradas SITP,#FDF202
22,CC Carrera,PUENTE ARANDA,4.626018,-74.107916,Paradas SITP,#FDF202
23,Br. Milenta,PUENTE ARANDA,4.613974,-74.127369,Paradas SITP,#FDF202
24,Br. Alquería,PUENTE ARANDA,4.59785,-74.136184,Paradas SITP,#FDF202
25,Br. San Benito,CIUDAD BOLIVAR,4.562784,-74.138585,Paradas SITP,#FDF202
26, San José Sur,RAFAEL URIBE URIBE,4.569651,-74.125091,Paradas SITP,#FDF202
27,Carrera 2,SAN CRISTOBAL,4.5706,-74.088913,Paradas SITP,#FDF202
28,Granjas de Techo,FONTIBON,4.641693,-74.114111,Paradas SITP,#FDF202
29,Br. Meissen,CIUDAD BOLIVAR,4.560431,-74.138964,Paradas SITP,#FDF202
30,Pq. Alcázares,BARRIOS UNIDOS,4.664149,-74.068797,Paradas SITP,#FDF202
31,Br. El Plan,SUBA,4.736205,-74.066207,Paradas SITP,#FDF202
32,Pq. Alto de los Lagartos,SUBA,4.709208,-74.080583,Paradas SITP,#FDF202
33,Br. 12 de Octubre,BARRIOS UNIDOS,4.669139,-74.075071,Paradas SITP,#FDF202
34,Br. Nicolás de Federmán,TEUSAQUILLO,4.648628,-74.085403,Paradas SITP,#FDF202
35,Fiscalía General de la Nación,TEUSAQUILLO,4.637315,-74.098166,Paradas SITP,#FDF202
36,Ciudad Techo II,KENNEDY,4.635262,-74.154185,Paradas SITP,#FDF202
37,Urb. Santa Rita,PUENTE ARANDA,4.600068,-74.123197,Paradas SITP,#FDF202
38,Colmotores,TUNJUELITO,4.586349,-74.14443,Paradas SITP,#FDF202
39,Br. Marco Fidel Suárez,RAFAEL URIBE URIBE,4.563592,-74.124864,Paradas SITP,#FDF202
40,Br. San Cristóbal Sur,SAN CRISTOBAL,4.571268,-74.080555,Paradas SITP,#FDF202
41,Br. Los Alcázares Norte,BARRIOS UNIDOS,4.665533,-74.070291,Paradas SITP,#FDF202
42,Escuela de Carabineros,SUBA,4.734139,-74.06715,Paradas SITP,#FDF202
43,Pq. Alto de Los Lagartos (Club Choquenzá),SUBA,4.709207,-74.080304,Paradas SITP,#FDF202
44,Br. La Soledad Norte,ENGATIVA,4.695899,-74.105253,Paradas SITP,#FDF202
45,Pq. La Esmeralda,TEUSAQUILLO,4.645377,-74.08703,Paradas SITP,#FDF202
46,Br. Ortezal,TEUSAQUILLO,4.636285,-74.099718,Paradas SITP,#FDF202
47,Br. San Rafael Industrial,PUENTE ARANDA,4.624267,-74.109293,Paradas SITP,#FDF202
48,Corabastos,KENNEDY,4.634914,-74.15426,Paradas SITP,#FDF202
49,Pq. Santa Rita I Sector,PUENTE ARANDA,4.600145,-74.123388,Paradas SITP,#FDF202
50,Br. Inglés,RAFAEL URIBE URIBE,4.587678,-74.126207,Paradas SITP,#FDF202
51,Br. Lucero Alto,CIUDAD BOLIVAR,4.558725,-74.139154,Paradas SITP,#FDF202
52,Br. El Playón,RAFAEL URIBE URIBE,4.559238,-74.12324,Paradas SITP,#FDF202
53, Alcázares,BARRIOS UNIDOS,4.665411,-74.070452,Paradas SITP,#FDF202
54,Br. Ciudad Jardín Norte,SUBA,4.723893,-74.073246,Paradas SITP,#FDF202
55,Br. Florencia,ENGATIVA,4.69758,-74.105121,Paradas SITP,#FDF202
56,Estación Gobernación,TEUSAQUILLO,4.641956,-74.091352,Paradas SITP,#FDF202
57,Batallón Caldas,PUENTE ARANDA,4.634029,-74.102032,Paradas SITP,#FDF202
58,IED Sorrento,PUENTE ARANDA,4.618885,-74.113005,Paradas SITP,#FDF202
59,IED Francisco de Paula Santander,KENNEDY,4.625984,-74.159433,Paradas SITP,#FDF202
60,Barrio San Luis,PUENTE ARANDA,4.597853,-74.125004,Paradas SITP,#FDF202
61,Policía Nacional,TUNJUELITO,4.585961,-74.131051,Paradas SITP,#FDF202
62,Hsp. de Meissen,CIUDAD BOLIVAR,4.558902,-74.138747,Paradas SITP,#FDF202
63,Estación Molinos,RAFAEL URIBE URIBE,4.558103,-74.122287,Paradas SITP,#FDF202
64,Instituto Nacional de Cancerología,SANTA FE,4.588804,-74.084053,Paradas SITP,#FDF202
65,Monumento Rafael Uribe Uribe,BARRIOS UNIDOS,4.666417,-74.07184,Paradas SITP,#FDF202
66,Urb. Villas del Mediterráneo,USAQUEN,4.734557,-74.032206,Paradas SITP,#FDF202
67,Br. Prado Veraniego,SUBA,4.709996,-74.065911,Paradas SITP,#FDF202
68,Br. Los Cerezos,SUBA,4.716208,-74.092798,Paradas SITP,#FDF202
69,Avenida El Dorado,TEUSAQUILLO,4.641398,-74.091716,Paradas SITP,#FDF202
70,Br. Brasilia,PUENTE ARANDA,4.618612,-74.112944,Paradas SITP,#FDF202
71,Pq. Metropolitano Cayetano Cañizares,KENNEDY,4.62638,-74.159316,Paradas SITP,#FDF202
72,Br. Autopista Sur,PUENTE ARANDA,4.598349,-74.124854,Paradas SITP,#FDF202
73,Br. México,CIUDAD BOLIVAR,4.55504,-74.137427,Paradas SITP,#FDF202
74,Br. Molinos I Sector,TUNJUELITO,4.55366,-74.121355,Paradas SITP,#FDF202
75,Av. La Victoria,SAN CRISTOBAL,4.568619,-74.085898,Paradas SITP,#FDF202
76,Br. El Listón,LOS MARTIRES,4.613652,-74.082617,Paradas SITP,#FDF202
77,Br. Barrancas,USAQUEN,4.734749,-74.031886,Paradas SITP,#FDF202
78,C.C. Bulevar Niza,SUBA,4.711424,-74.071103,Paradas SITP,#FDF202
79,Br. La Granja,ENGATIVA,4.701076,-74.102382,Paradas SITP,#FDF202
80,Colegio Andrés Frey,ENGATIVA,4.681795,-74.099061,Paradas SITP,#FDF202
81,Avenida Esperanza,FONTIBON,4.662426,-74.115425,Paradas SITP,#FDF202
82,Br. Barcelona,PUENTE ARANDA,4.616224,-74.114248,Paradas SITP,#FDF202
83,IED San Pedro Claver,KENNEDY,4.623119,-74.16208,Paradas SITP,#FDF202
84,Urb. Villa Sonia,PUENTE ARANDA,4.594867,-74.126282,Paradas SITP,#FDF202
85,Br. Samore,TUNJUELITO,4.585156,-74.134699,Paradas SITP,#FDF202
86,Br. Lucero del Sur,CIUDAD BOLIVAR,4.554699,-74.137788,Paradas SITP,#FDF202
87,Escuela de Artillería No. 13,TUNJUELITO,4.547757,-74.121097,Paradas SITP,#FDF202
88,Br. San Blas,SAN CRISTOBAL,4.568441,-74.085905,Paradas SITP,#FDF202
89,Estación Comuneros,LOS MARTIRES,4.606011,-74.096851,Paradas SITP,#FDF202
90,Br. La Liberia,USAQUEN,4.73036,-74.032346,Paradas SITP,#FDF202
91,Colegio Sagrado Corazón de Jesús,SUBA,4.738088,-74.051195,Paradas SITP,#FDF202
92,Br. Lago de Suba,SUBA,4.735095,-74.099913,Paradas SITP,#FDF202
93,Br. La Española,ENGATIVA,4.706402,-74.098023,Paradas SITP,#FDF202
94,Avenida Calle 26,FONTIBON,4.665884,-74.112443,Paradas SITP,#FDF202
95,Br. La Primavera Norte,PUENTE ARANDA,4.616191,-74.114039,Paradas SITP,#FDF202
96,Urb Villa Sonia,PUENTE ARANDA,4.595059,-74.126491,Paradas SITP,#FDF202
97,Br. Fátima (Colegio La Presentación  Fátima),TUNJUELITO,4.584014,-74.138192,Paradas SITP,#FDF202
98,Ladrillera Santafé,USME,4.543728,-74.120916,Paradas SITP,#FDF202
99,IED Tomás Rueda Vargas,SAN CRISTOBAL,4.564829,-74.087097,Paradas SITP,#FDF202
100,C.C. Calima,LOS MARTIRES,4.619643,-74.086006,Paradas SITP,#FDF202
101,Avenida Calle 153,USAQUEN,4.730519,-74.03201,Paradas SITP,#FDF202
102,Colegio Colombo Hebreo,SUBA,4.738637,-74.053632,Paradas SITP,#FDF202
103,Br. Aures II,SUBA,4.734949,-74.100231,Paradas SITP,#FDF202
104,Br. La Serena,ENGATIVA,4.708972,-74.095434,Paradas SITP,#FDF202
105,Avenida José Celestino Mutis,ENGATIVA,4.683407,-74.114975,Paradas SITP,#FDF202
106,Br. Puente Grande,FONTIBON,4.694093,-74.168567,Paradas SITP,#FDF202
107,Br. Kasandra,FONTIBON,4.693859,-74.168636,Paradas SITP,#FDF202
108,Pq. Girasol,PUENTE ARANDA,4.614027,-74.115241,Paradas SITP,#FDF202
109,Urbanización La Capilla,BOSA,4.606893,-74.180858,Paradas SITP,#FDF202
110,Br. El Carmen,TUNJUELITO,4.584298,-74.137739,Paradas SITP,#FDF202
111,IED Ricaurte,LOS MARTIRES,4.605428,-74.094721,Paradas SITP,#FDF202
112,Pq. Cedritos,USAQUEN,4.723573,-74.032494,Paradas SITP,#FDF202
113,Mazurén 18,SUBA,4.737097,-74.059808,Paradas SITP,#FDF202
114,Portal de Suba,SUBA,4.745787,-74.096871,Paradas SITP,#FDF202
115,Br. Isabela I,ENGATIVA,4.686505,-74.111991,Paradas SITP,#FDF202
116,Br. San Pablo Jericó,FONTIBON,4.689625,-74.162957,Paradas SITP,#FDF202
117,Br. El Charco,FONTIBON,4.689585,-74.163338,Paradas SITP,#FDF202
118,Br. José Antonio Galán,BOSA,4.606738,-74.180496,Paradas SITP,#FDF202
119,Br. San Vicente,TUNJUELITO,4.582386,-74.14023,Paradas SITP,#FDF202
120,Br. Casa de Teja,CIUDAD BOLIVAR,4.540422,-74.13389,Paradas SITP,#FDF202
121,Br. Córdoba,SAN CRISTOBAL,4.563067,-74.088742,Paradas SITP,#FDF202
122,C.C. Altavista,USME,4.530428,-74.118975,Paradas SITP,#FDF202
123,CAI Santa Isabel,LOS MARTIRES,4.599275,-74.09961,Paradas SITP,#FDF202
124,Br. Bella Suiza,USAQUEN,4.706996,-74.032633,Paradas SITP,#FDF202
125,Br. Villa del Prado,SUBA,4.754028,-74.056948,Paradas SITP,#FDF202
126,C.C. Plaza Imperial,SUBA,4.750833,-74.094128,Paradas SITP,#FDF202
127,Br. Pinar de los Álamos,ENGATIVA,4.688922,-74.109848,Paradas SITP,#FDF202
128,Br. El Laurel,FONTIBON,4.687538,-74.160211,Paradas SITP,#FDF202
129,Br. El Charco I,FONTIBON,4.687904,-74.161156,Paradas SITP,#FDF202
130,IED Luis Carlos Galán,PUENTE ARANDA,4.611278,-74.116611,Paradas SITP,#FDF202
131,Br. La Estancia,BOSA,4.602524,-74.179306,Paradas SITP,#FDF202
132,Br. San Antonio,ANTONIO NARIÑO,4.593454,-74.096343,Paradas SITP,#FDF202
133,Portal Usme,USME,4.530128,-74.121547,Paradas SITP,#FDF202
134,Santa Inés Sur,SAN CRISTOBAL,4.562002,-74.089044,Paradas SITP,#FDF202
135,Br. San Bernardo,SANTA FE,4.590847,-74.087201,Paradas SITP,#FDF202
136,Br. Santa Bárbara Oriental,USAQUEN,4.701404,-74.032767,Paradas SITP,#FDF202
137,Colegio San Tarsicio,SUBA,4.754956,-74.059006,Paradas SITP,#FDF202
138,Pinos de Lombardía,SUBA,4.753211,-74.092865,Paradas SITP,#FDF202
139,Hsp. Infantil San José,BARRIOS UNIDOS,4.666437,-74.078216,Paradas SITP,#FDF202
140,Br. Florida Blanca,ENGATIVA,4.6931,-74.107562,Paradas SITP,#FDF202
141,Br. Santiago,FONTIBON,4.681779,-74.155833,Paradas SITP,#FDF202
142,Salón Comunal el Jazmín,PUENTE ARANDA,4.610196,-74.116952,Paradas SITP,#FDF202
143,Br. Villa Nhora,BOSA,4.602796,-74.179095,Paradas SITP,#FDF202
144,Br. La Fragüita,ANTONIO NARIÑO,4.593273,-74.096859,Paradas SITP,#FDF202
145,Br. El Porvenir II Sector,USME,4.532728,-74.115497,Paradas SITP,#FDF202
146,Atenas,SAN CRISTOBAL,4.559286,-74.090521,Paradas SITP,#FDF202
147,Br. La Esperanza,BARRIOS UNIDOS,4.649981,-74.066162,Paradas SITP,#FDF202
148,Universidad Antonio Nariño,SUBA,4.757331,-74.061313,Paradas SITP,#FDF202
149,Tuna Baja Las Flores,SUBA,4.752892,-74.092769,Paradas SITP,#FDF202
150,Pq. Público Modelo,BARRIOS UNIDOS,4.668954,-74.079967,Paradas SITP,#FDF202
151,Br. La Clarita,ENGATIVA,4.694401,-74.10666,Paradas SITP,#FDF202
152,Urb Portal Del Centenario,FONTIBON,4.677391,-74.153771,Paradas SITP,#FDF202
153,Zona Franca,FONTIBON,4.676935,-74.154075,Paradas SITP,#FDF202
154,Br. Remanso Sur,PUENTE ARANDA,4.605971,-74.119579,Paradas SITP,#FDF202
155,Barrio La Estancia,BOSA,4.599623,-74.178055,Paradas SITP,#FDF202
156,Br. Muzú,TUNJUELITO,4.579131,-74.1435,Paradas SITP,#FDF202
157,La Fraguita,ANTONIO NARIÑO,4.591568,-74.098204,Paradas SITP,#FDF202
158,Parque Entrenubes,RAFAEL URIBE URIBE,4.546553,-74.10348,Paradas SITP,#FDF202
159,Parque Columnas,SAN CRISTOBAL,4.559351,-74.090334,Paradas SITP,#FDF202
160,Centro Johann Kepler,TEUSAQUILLO,4.649914,-74.067011,Paradas SITP,#FDF202
161,Br. Molinos Norte,USAQUEN,4.689531,-74.040427,Paradas SITP,#FDF202
162,Pq. San José de Bavaria,BOSA,4.757157,-74.061786,Paradas SITP,#FDF202
163,Br. Niza (Humedal Córdoba),SUBA,4.705756,-74.081716,Paradas SITP,#FDF202
164,Jardín Botánico,ENGATIVA,4.67032,-74.100182,Paradas SITP,#FDF202
165,Br. Barichara,FONTIBON,4.670449,-74.151729,Paradas SITP,#FDF202
166,Br. Sabana Grande,FONTIBON,4.671379,-74.152253,Paradas SITP,#FDF202
167,Br. San Eusebio,PUENTE ARANDA,4.605615,-74.119499,Paradas SITP,#FDF202
168,Br. Hipotecho Occidental,KENNEDY,4.619682,-74.138988,Paradas SITP,#FDF202
169,Pq. La Coruña,CIUDAD BOLIVAR,4.580468,-74.151278,Paradas SITP,#FDF202
170,Instituto Los Ángeles,RAFAEL URIBE URIBE,4.54874,-74.105821,Paradas SITP,#FDF202
171,Br. Baquero,BARRIOS UNIDOS,4.650518,-74.069204,Paradas SITP,#FDF202
172,Barrio Iragua,SUBA,4.76079,-74.066531,Paradas SITP,#FDF202
173,Montessori British School,SUBA,4.715361,-74.076583,Paradas SITP,#FDF202
174,Pq. Metrópolis,BARRIOS UNIDOS,4.678877,-74.084882,Paradas SITP,#FDF202
175,Br. Bosque Popular,ENGATIVA,4.669373,-74.098555,Paradas SITP,#FDF202
176,C.C. Portal de La Sabana,FONTIBON,4.67364,-74.152637,Paradas SITP,#FDF202
177,Urb. Kalamary,CIUDAD BOLIVAR,4.58077,-74.151508,Paradas SITP,#FDF202
178,Br. Restrepo Occidental,ANTONIO NARIÑO,4.586108,-74.103176,Paradas SITP,#FDF202
179,Br. Los Molinos II Sector,RAFAEL URIBE URIBE,4.550416,-74.10783,Paradas SITP,#FDF202
180,Pq.Metrópolis,BARRIOS UNIDOS,4.678034,-74.085474,Paradas SITP,#FDF202
181,Br. Muequetá,BARRIOS UNIDOS,4.651024,-74.071991,Paradas SITP,#FDF202
182,Escuela de Infantería,USAQUEN,4.687948,-74.042567,Paradas SITP,#FDF202
183,KR 78,SUBA,4.762874,-74.069317,Paradas SITP,#FDF202
184,Montessori itish School,SUBA,4.715685,-74.076099,Paradas SITP,#FDF202
185,Centro Comercial Portal de la 80,ENGATIVA,4.709791,-74.111766,Paradas SITP,#FDF202
186,Br. San Pedro,FONTIBON,4.666673,-74.147934,Paradas SITP,#FDF202
187,Br. El Tintal - Santa Helena,FONTIBON,4.666123,-74.147072,Paradas SITP,#FDF202
188,Salón Comunal Villa Clemencia,BOSA,4.619726,-74.183203,Paradas SITP,#FDF202
189,IED Alfonso López Pumarejo,KENNEDY,4.606925,-74.142073,Paradas SITP,#FDF202
190,Br. Libertador,RAFAEL URIBE URIBE,4.583363,-74.113811,Paradas SITP,#FDF202
191,Estadio Olaya,RAFAEL URIBE URIBE,4.584335,-74.107737,Paradas SITP,#FDF202
192,Br. La Victoria,SAN CRISTOBAL,4.554333,-74.092247,Paradas SITP,#FDF202
193,Br. Quinta Mutis,BARRIOS UNIDOS,4.651395,-74.074019,Paradas SITP,#FDF202
194,Br. Campanella,SUBA,4.752141,-74.0841,Paradas SITP,#FDF202
195,Gimnasio Moderno Montesoriano,ENGATIVA,4.725193,-74.123865,Paradas SITP,#FDF202
196,Br. La Esmeralda,TEUSAQUILLO,4.647232,-74.08704,Paradas SITP,#FDF202
197,Urb. Valparaíso,FONTIBON,4.665349,-74.144368,Paradas SITP,#FDF202
198,Vereda El Tintal Urbano,FONTIBON,4.66491,-74.143899,Paradas SITP,#FDF202
199,Br. El Progreso I Sector,KENNEDY,4.602779,-74.143608,Paradas SITP,#FDF202
200,Br. Murillo Toro,RAFAEL URIBE URIBE,4.581799,-74.118397,Paradas SITP,#FDF202
201,Biblioteca Carlos Restrepo,ANTONIO NARIÑO,4.584468,-74.103902,Paradas SITP,#FDF202
202,Col Nuestra Señora del Pilar,TEUSAQUILLO,4.651309,-74.074733,Paradas SITP,#FDF202
203,Br. Santa Bárbara Central,USAQUEN,4.701599,-74.042767,Paradas SITP,#FDF202
204,Br. Engativá El Dorado,ENGATIVA,4.72355,-74.123024,Paradas SITP,#FDF202
205,Las Ferias,ENGATIVA,4.683303,-74.091861,Paradas SITP,#FDF202
206,Br. Prado Grande,FONTIBON,4.663093,-74.138958,Paradas SITP,#FDF202
207,Versalles Fontibón,FONTIBON,4.662634,-74.138986,Paradas SITP,#FDF202
208,CL 53 S,BOSA,4.624728,-74.178604,Paradas SITP,#FDF202
209,Br. Timiza,KENNEDY,4.61415,-74.161851,Paradas SITP,#FDF202
210,Urb. Quiroga IX Etapa,RAFAEL URIBE URIBE,4.580941,-74.12091,Paradas SITP,#FDF202
211,Br. Centenario,RAFAEL URIBE URIBE,4.584365,-74.110377,Paradas SITP,#FDF202
212,Cl 41 A Bis Sur,SAN CRISTOBAL,4.549266,-74.092555,Paradas SITP,#FDF202
213,IED Alemania Solidaria,BARRIOS UNIDOS,4.651711,-74.075718,Paradas SITP,#FDF202
214,Br. Santa Bárbara Central I y II,USAQUEN,4.695693,-74.040708,Paradas SITP,#FDF202
215,Br. Iberia,SUBA,4.724702,-74.067485,Paradas SITP,#FDF202
216,Parque Residencial Nueva Suba,SUBA,4.753344,-74.089751,Paradas SITP,#FDF202
217,Br. San Joaquín Norte,ENGATIVA,4.678327,-74.095455,Paradas SITP,#FDF202
218,Br. Ciudad Hayuelos,FONTIBON,4.657896,-74.134465,Paradas SITP,#FDF202
219,Br. Interindustrial,FONTIBON,4.653387,-74.130608,Paradas SITP,#FDF202
220,Colegio Colsubsidio Chicalá,BOSA,4.62392,-74.179145,Paradas SITP,#FDF202
221,Br. Tocarema,KENNEDY,4.61236,-74.161447,Paradas SITP,#FDF202
222,Br. Olaya,RAFAEL URIBE URIBE,4.584213,-74.110006,Paradas SITP,#FDF202
223,Br. La Aurora,USME,4.521339,-74.123001,Paradas SITP,#FDF202
224,Cl 41 Sur,SAN CRISTOBAL,4.549535,-74.092623,Paradas SITP,#FDF202
225, Siete de Agosto,BARRIOS UNIDOS,4.657983,-74.070428,Paradas SITP,#FDF202
226,Br. Santa Bárbara Occidental,USAQUEN,4.697186,-74.044784,Paradas SITP,#FDF202
227,Br. Tuna Baja,SUBA,4.753167,-74.089001,Paradas SITP,#FDF202
228,Br. Lusitania,KENNEDY,4.640533,-74.123086,Paradas SITP,#FDF202
229,Urbanización Alameda de San José II,KENNEDY,4.626271,-74.175676,Paradas SITP,#FDF202
230,Br. Lagos de Timiza II,KENNEDY,4.610739,-74.161185,Paradas SITP,#FDF202
231,Br. Santa Lucía,RAFAEL URIBE URIBE,4.578979,-74.127152,Paradas SITP,#FDF202
232,Br. Quiroga,RAFAEL URIBE URIBE,4.582972,-74.114543,Paradas SITP,#FDF202
233,Br. 20 de Julio,SAN CRISTOBAL,4.574705,-74.095344,Paradas SITP,#FDF202
234,Pl. 7 de Agosto,BARRIOS UNIDOS,4.656973,-74.070889,Paradas SITP,#FDF202
235,Br. Ciudad Bachué I Etapa,ENGATIVA,4.714687,-74.099583,Paradas SITP,#FDF202
236,Hospital Engativá,ENGATIVA,4.673265,-74.099038,Paradas SITP,#FDF202
237,Br. Montevideo,FONTIBON,4.644434,-74.123975,Paradas SITP,#FDF202
238,Salazar Gómez,PUENTE ARANDA,4.634626,-74.115255,Paradas SITP,#FDF202
239,Br. Las Margaritas,KENNEDY,4.626384,-74.176042,Paradas SITP,#FDF202
240,Urb. Lago de Timiza,KENNEDY,4.608743,-74.161568,Paradas SITP,#FDF202
241,Br. Eduardo Frei,ANTONIO NARIÑO,4.5947,-74.112837,Paradas SITP,#FDF202
242,Br. Santa Librada,USME,4.517274,-74.121584,Paradas SITP,#FDF202
243,Br. Salazar Gómez,PUENTE ARANDA,4.634626,-74.115255,Paradas SITP,#FDF202
244, San Luis CL 58,TEUSAQUILLO,4.645869,-74.072408,Paradas SITP,#FDF202
245,Br. San Patricio,USAQUEN,4.697591,-74.0471,Paradas SITP,#FDF202
246,Br. El Carmen Tuna Baja,SUBA,4.756643,-74.095328,Paradas SITP,#FDF202
247,Desarrollo Luis Carlos Galán,ENGATIVA,4.715028,-74.099667,Paradas SITP,#FDF202
248,Br. La Estrada,ENGATIVA,4.673213,-74.098973,Paradas SITP,#FDF202
249,Portal Américas,KENNEDY,4.627691,-74.172101,Paradas SITP,#FDF202
250,Br. Timiza B,KENNEDY,4.608782,-74.161345,Paradas SITP,#FDF202
251,Br. Quintas de Plan Social,USME,4.517684,-74.122118,Paradas SITP,#FDF202
252, San Luis,TEUSAQUILLO,4.644132,-74.072861,Paradas SITP,#FDF202
253,C.C. Paseo San Rafael,SUBA,4.722656,-74.062434,Paradas SITP,#FDF202
254,Villa Elisa,SUBA,4.732183,-74.090365,Paradas SITP,#FDF202
255,Br. Normandía,ENGATIVA,4.666757,-74.105819,Paradas SITP,#FDF202
256,Centro Industrial,PUENTE ARANDA,4.635779,-74.115872,Paradas SITP,#FDF202
257,Br. Olarte,BOSA,4.602595,-74.162074,Paradas SITP,#FDF202
258,Br. Chuniza I,USME,4.506511,-74.112173,Paradas SITP,#FDF202
259,IED Palermo,TEUSAQUILLO,4.638224,-74.074648,Paradas SITP,#FDF202
260,Ciudad Bachué,ENGATIVA,4.717624,-74.102302,Paradas SITP,#FDF202
261,Puente Aranda,PUENTE ARANDA,4.63226,-74.111845,Paradas SITP,#FDF202
262,Br. Industrial Centenario,PUENTE ARANDA,4.624832,-74.093818,Paradas SITP,#FDF202
263,Br. Tintalito,KENNEDY,4.629397,-74.168873,Paradas SITP,#FDF202
264,Br. Villa del Río,BOSA,4.602709,-74.16177,Paradas SITP,#FDF202
265,Br. Santander Sur,ANTONIO NARIÑO,4.59376,-74.113354,Paradas SITP,#FDF202
266,Pquia. San Luis Gonzaga,RAFAEL URIBE URIBE,4.579646,-74.124139,Paradas SITP,#FDF202
267,Br. Gran Yomasa,USME,4.506755,-74.112324,Paradas SITP,#FDF202
268,Br. Granada Sur,SAN CRISTOBAL,4.568898,-74.093671,Paradas SITP,#FDF202
269,Br. Palermo  AC 45,TEUSAQUILLO,4.635008,-74.075211,Paradas SITP,#FDF202
270,Colegio de la Salle,USAQUEN,4.748458,-74.032414,Paradas SITP,#FDF202
271,Urb. Bosques de Gratamira,SUBA,4.730729,-74.07173,Paradas SITP,#FDF202
272,Costa Azul,SUBA,4.735792,-74.099488,Paradas SITP,#FDF202
273,Br. Cundinamarca,PUENTE ARANDA,4.62049,-74.090434,Paradas SITP,#FDF202
274,C.C. Milenio Plaza,KENNEDY,4.629693,-74.168993,Paradas SITP,#FDF202
275,IED Benjamín Herrera,PUENTE ARANDA,4.601518,-74.119924,Paradas SITP,#FDF202
276,SENA,ANTONIO NARIÑO,4.595015,-74.111997,Paradas SITP,#FDF202
277,Br. Tunal Oriental,TUNJUELITO,4.575424,-74.13418,Paradas SITP,#FDF202
278,IED Javier Matiz,SAN CRISTOBAL,4.565336,-74.094489,Paradas SITP,#FDF202
279,Br. Costa Azul,SUBA,4.735171,-74.098006,Paradas SITP,#FDF202
280,Pq. El Renacimiento,LOS MARTIRES,4.618689,-74.077973,Paradas SITP,#FDF202
281,Villas de Aranjuez,USAQUEN,4.748519,-74.034852,Paradas SITP,#FDF202
282,Br. El Encanto,ENGATIVA,4.675747,-74.103583,Paradas SITP,#FDF202
283,Br. Baleares,FONTIBON,4.668214,-74.128458,Paradas SITP,#FDF202
284,Br. La Florida Occidental,PUENTE ARANDA,4.624913,-74.087821,Paradas SITP,#FDF202
285,Br. Llano Grande,KENNEDY,4.631624,-74.166247,Paradas SITP,#FDF202
286,Br. Catalina,KENNEDY,4.614025,-74.166444,Paradas SITP,#FDF202
287,AV. Jorge Gaitán Cortes,TUNJUELITO,4.580793,-74.142802,Paradas SITP,#FDF202
288,INEM Tunal,TUNJUELITO,4.575447,-74.133544,Paradas SITP,#FDF202
289,Cementerio Central,LOS MARTIRES,4.617882,-74.075521,Paradas SITP,#FDF202
290,Br. La Uribe,USAQUEN,4.750765,-74.043534,Paradas SITP,#FDF202
291,Br. Atenas - Hibernia,SUBA,4.731361,-74.073589,Paradas SITP,#FDF202
292,Br. Villa María,SUBA,4.737464,-74.103428,Paradas SITP,#FDF202
293,Avenida Calle 63,ENGATIVA,4.675477,-74.103246,Paradas SITP,#FDF202
294,Mallorca,FONTIBON,4.671298,-74.126144,Paradas SITP,#FDF202
295,Br. Centro Urbano,PUENTE ARANDA,4.625662,-74.09222,Paradas SITP,#FDF202
296,Br. Provivienda Occidental,KENNEDY,4.632402,-74.165774,Paradas SITP,#FDF202
297,Br. Roma,KENNEDY,4.61364,-74.173879,Paradas SITP,#FDF202
