Unnamed: 0,name,localidad,latitude,longitude,type,color
2740,Br. Santa Cecilia II,SUBA,4.741295,-74.130392,Paradas SITP,#FDF202
2745,Urb. Parque de los Sauces,ENGATIVA,4.724313,-74.120401,Paradas SITP,#FDF202
2747,San Andresito 38 - SENA,PUENTE ARANDA,4.616465,-74.103288,Paradas SITP,#FDF202
2748,Br. Cedritos del Sur,CIUDAD BOLIVAR,4.539561,-74.147075,Paradas SITP,#FDF202
2749,Br. San Agustín,RAFAEL URIBE URIBE,4.546905,-74.112462,Paradas SITP,#FDF202
2750,Br. Bosques de Medina,USAQUEN,4.711165,-74.028855,Paradas SITP,#FDF202
2753,C. C. Portales,BOSA,4.751778,-74.060558,Paradas SITP,#FDF202
2754,Br. Bochica IV Etapa,ENGATIVA,4.715916,-74.109233,Paradas SITP,#FDF202
2755,Br. Caminos de Veracruz,BOSA,4.749113,-74.056551,Paradas SITP,#FDF202
2756,IED José María Velaz,SUBA,4.744722,-74.112654,Paradas SITP,#FDF202
2763,Bochica Compartir,ENGATIVA,4.716961,-74.107711,Paradas SITP,#FDF202
2765,Br. La Esperanza II,ENGATIVA,4.714588,-74.140514,Paradas SITP,#FDF202
2767,Granja El Rinconcito,BOSA,4.628769,-74.20283,Paradas SITP,#FDF202
2768,Br. La Reconquista,RAFAEL URIBE URIBE,4.545013,-74.109889,Paradas SITP,#FDF202
2769,Pq Lisboa,SUBA,4.740917,-74.124009,Paradas SITP,#FDF202
2770,Ciudad Bachué I Etapa,ENGATIVA,4.715381,-74.105113,Paradas SITP,#FDF202
2773,Salón comunal Arabia,FONTIBON,4.679242,-74.135428,Paradas SITP,#FDF202
2780,Br. Diana Turbay Arrayanes,RAFAEL URIBE URIBE,4.545185,-74.110001,Paradas SITP,#FDF202
2781,Br. San Jerónimo del Yuste,SAN CRISTOBAL,4.568589,-74.075151,Paradas SITP,#FDF202
2782,Pq. Ginebra,USAQUEN,4.70631,-74.028651,Paradas SITP,#FDF202
2784,Br. Las Mercedes,ENGATIVA,4.701802,-74.126225,Paradas SITP,#FDF202
2786,Br. La Aldea,FONTIBON,4.688418,-74.150173,Paradas SITP,#FDF202
2787,ETB Calle 12,PUENTE ARANDA,4.614868,-74.096455,Paradas SITP,#FDF202
2788,IED Metrovivienda,BOSA,4.627892,-74.200767,Paradas SITP,#FDF202
2797,Liceo Santa Bernardita,TUNJUELITO,4.590579,-74.141955,Paradas SITP,#FDF202
2798,IED Aguas Claras,SAN CRISTOBAL,4.563313,-74.06776,Paradas SITP,#FDF202
2799,Br. La Favorita,LOS MARTIRES,4.609257,-74.077338,Paradas SITP,#FDF202
2801,Br. Ginebra II,USAQUEN,4.70593,-74.028372,Paradas SITP,#FDF202
2802,Br. La Libertad,BOSA,4.627571,-74.192038,Paradas SITP,#FDF202
2803,IED San Bernardino El Recreo,BOSA,4.627771,-74.201355,Paradas SITP,#FDF202
2806,Br. Tibaqué,SAN CRISTOBAL,4.565653,-74.070913,Paradas SITP,#FDF202
2807,Gimnasio El Renuevo,BOSA,4.750361,-74.062871,Paradas SITP,#FDF202
2817,IED Atahualpa,FONTIBON,4.687511,-74.14938,Paradas SITP,#FDF202
2818,Secretaría de Salud,PUENTE ARANDA,4.614549,-74.094436,Paradas SITP,#FDF202
2819,IED Antonio García,CIUDAD BOLIVAR,4.541835,-74.146502,Paradas SITP,#FDF202
2821,Br. Diana Turbay,RAFAEL URIBE URIBE,4.548125,-74.111611,Paradas SITP,#FDF202
2823,Jardín Social San Jerónimo de Yuste,SAN CRISTOBAL,4.566031,-74.071011,Paradas SITP,#FDF202
2824,Br. San Gabriel Norte,USAQUEN,4.703404,-74.028545,Paradas SITP,#FDF202
2825,Br. Clarita,ENGATIVA,4.691791,-74.107432,Paradas SITP,#FDF202
2826,Compensar Avenida 1 de Mayo,KENNEDY,4.616662,-74.160039,Paradas SITP,#FDF202
2827,Br. Santa Bárbara Central II Sector,USAQUEN,4.695341,-74.038183,Paradas SITP,#FDF202
2828,Urb. Arboleda,PUENTE ARANDA,4.622485,-74.116726,Paradas SITP,#FDF202
2833,Br. Calandaima - Los Pantanos,KENNEDY,4.651116,-74.168812,Paradas SITP,#FDF202
2834,Br. Estrella del Sur,CIUDAD BOLIVAR,4.5422,-74.145224,Paradas SITP,#FDF202
2835,Estación Granja - Cra. 77,ENGATIVA,4.699494,-74.097761,Paradas SITP,#FDF202
2837,Br. La Riviera,ENGATIVA,4.708104,-74.129724,Paradas SITP,#FDF202
2838,Conjunto Residencial Parques de Atahualpa,FONTIBON,4.689166,-74.146442,Paradas SITP,#FDF202
2839,Br. Calandaima,KENNEDY,4.650313,-74.167897,Paradas SITP,#FDF202
2840,IED La Concepción,BOSA,4.620954,-74.195554,Paradas SITP,#FDF202
2842,Br. La Marqueza,RAFAEL URIBE URIBE,4.54345,-74.107074,Paradas SITP,#FDF202
2843,Pl. Paloquemao,LOS MARTIRES,4.615907,-74.0853,Paradas SITP,#FDF202
2845,IED La Palestina Sede A,ENGATIVA,4.69679,-74.094096,Paradas SITP,#FDF202
2850,Br. La Vega San Bernardino,BOSA,4.620556,-74.197073,Paradas SITP,#FDF202
2852,Kr 152,SUBA,4.742528,-74.122459,Paradas SITP,#FDF202
2858,Br. Villa Amalia,ENGATIVA,4.711475,-74.126989,Paradas SITP,#FDF202
2860,Br. El Rincón de Bosa,BOSA,4.623399,-74.197791,Paradas SITP,#FDF202
2861,Hospital San Blas,SAN CRISTOBAL,4.570185,-74.08194,Paradas SITP,#FDF202
2862,Complejo Judicial Paloquemao,LOS MARTIRES,4.616768,-74.086837,Paradas SITP,#FDF202
2863,Colombo Hebreo,SUBA,4.737123,-74.052108,Paradas SITP,#FDF202
2864,IED La Toscana - Lisboa,SUBA,4.743234,-74.117701,Paradas SITP,#FDF202
2865,Br. Centauro Danubio,ENGATIVA,4.701649,-74.124655,Paradas SITP,#FDF202
2867,Colegio Nuestra Señora de la Salette,PUENTE ARANDA,4.623954,-74.115564,Paradas SITP,#FDF202
2870,Br. San Antonio de Escocia II,BOSA,4.621069,-74.184963,Paradas SITP,#FDF202
2876,Desarrollo Recuerdo,BOSA,4.623515,-74.197796,Paradas SITP,#FDF202
2877,Pq. Público San Cristóbal,SAN CRISTOBAL,4.575515,-74.082871,Paradas SITP,#FDF202
2878,C.R. La Estancia,BOSA,4.746012,-74.05296,Paradas SITP,#FDF202
2879,Br. El Muelle II,ENGATIVA,4.698891,-74.123736,Paradas SITP,#FDF202
2880,Br. Escocia,BOSA,4.621445,-74.186107,Paradas SITP,#FDF202
2882,Desarrollo San Joaquín,BOSA,4.623823,-74.198724,Paradas SITP,#FDF202
2883,Sede Comunal Barrio Venecia,TUNJUELITO,4.591868,-74.140146,Paradas SITP,#FDF202
2885,Éxito Country,USAQUEN,4.713013,-74.034308,Paradas SITP,#FDF202
2886,Urb. La Estancia,SUBA,4.746008,-74.052374,Paradas SITP,#FDF202
2896,IED TABORA SEDE A,ENGATIVA,4.693443,-74.098599,Paradas SITP,#FDF202
2898,Br. Puente Aranda,PUENTE ARANDA,4.633876,-74.110239,Paradas SITP,#FDF202
2899,Br. San Rafael,CIUDAD BOLIVAR,4.544181,-74.150007,Paradas SITP,#FDF202
2900,IED Colombia Viva,RAFAEL URIBE URIBE,4.546547,-74.109581,Paradas SITP,#FDF202
2901,Clínica El Bosque,USAQUEN,4.712125,-74.031077,Paradas SITP,#FDF202
2903,Britalia Las Margaritas,BOSA,4.745498,-74.050772,Paradas SITP,#FDF202
2904,IED Tomas Carrasquilla,BARRIOS UNIDOS,4.677689,-74.080351,Paradas SITP,#FDF202
2910,Br. Bolivia,ENGATIVA,4.705118,-74.12521,Paradas SITP,#FDF202
2912,Urb. Puente Aranda,PUENTE ARANDA,4.631652,-74.10763,Paradas SITP,#FDF202
2914,Urbanización Villas del Progreso,BOSA,4.62662,-74.199594,Paradas SITP,#FDF202
2916,Br. Villas del Dorado,ENGATIVA,4.704891,-74.124726,Paradas SITP,#FDF202
2918,Ciudadela Colsubsidio,ENGATIVA,4.725063,-74.113299,Paradas SITP,#FDF202
2920,Colegio Endrich,ENGATIVA,4.705505,-74.123788,Paradas SITP,#FDF202
2922,COLSUBSIDIO,FONTIBON,4.640697,-74.117062,Paradas SITP,#FDF202
2923,Liceo Avenida las Américas,PUENTE ARANDA,4.620783,-74.111905,Paradas SITP,#FDF202
2924,Br. Centro Américas,KENNEDY,4.623035,-74.132534,Paradas SITP,#FDF202
2926,Br. Santa Inés,BOSA,4.626613,-74.199535,Paradas SITP,#FDF202
2932,Vista Hermosa,CIUDAD BOLIVAR,4.546338,-74.15037,Paradas SITP,#FDF202
2934,IED Manuela Beltrán,TEUSAQUILLO,4.644355,-74.066945,Paradas SITP,#FDF202
2935,Salón Comunal Urbanización el Virrey,ENGATIVA,4.705346,-74.123745,Paradas SITP,#FDF202
2936,Carrera 68,PUENTE ARANDA,4.638812,-74.114525,Paradas SITP,#FDF202
2953,Jardín Infantil El Shaddai,PUENTE ARANDA,4.618268,-74.111203,Paradas SITP,#FDF202
2955,Br. Hipotecho Occidental II,KENNEDY,4.62209,-74.131726,Paradas SITP,#FDF202
2957,Las Mercedes,SAN CRISTOBAL,4.568787,-74.080498,Paradas SITP,#FDF202
2960,Gimnasio Los Andes,SUBA,4.788437,-74.044845,Paradas SITP,#FDF202
2963,C.C. Unicentro de Occidente,ENGATIVA,4.724671,-74.113894,Paradas SITP,#FDF202
2968,KR 85A,BOSA,4.620376,-74.184171,Paradas SITP,#FDF202
2970,Br. Diamante Sur,BOSA,4.622401,-74.196667,Paradas SITP,#FDF202
2971,Br. Vista Hermosa,CIUDAD BOLIVAR,4.546848,-74.14915,Paradas SITP,#FDF202
2973,IED San Cristóbal Sur,SAN CRISTOBAL,4.569706,-74.079617,Paradas SITP,#FDF202
2977,IED Rafael Uribe Uribe Localidad 19,CIUDAD BOLIVAR,4.546832,-74.149585,Paradas SITP,#FDF202
2978,Pq. El Divino Salvador,TEUSAQUILLO,4.644697,-74.06892,Paradas SITP,#FDF202
2982,Desarrollo  Villa Clemencia,BOSA,4.620254,-74.184015,Paradas SITP,#FDF202
2984,Br. San Javier,BOSA,4.621778,-74.193143,Paradas SITP,#FDF202
2985,Parroquia El Divino Salvador,TEUSAQUILLO,4.644519,-74.069001,Paradas SITP,#FDF202
2986,Colegio El Caminio Academy,SUBA,4.799021,-74.043545,Paradas SITP,#FDF202
2988,Br. Bosques de Mariana,ENGATIVA,4.707269,-74.122812,Paradas SITP,#FDF202
2989,Br. Siracuza I y II,BOSA,4.622535,-74.186928,Paradas SITP,#FDF202
2990,Br. Porvenir La Concepción,BOSA,4.621688,-74.19381,Paradas SITP,#FDF202
2992,Estación de Policía San Cristóbal,SAN CRISTOBAL,4.570572,-74.077621,Paradas SITP,#FDF202
2993,Parques de Capri,USAQUEN,4.729001,-74.033441,Paradas SITP,#FDF202
2998,LICEO CATOLICO CAMPESTRE E-W,SUBA,4.799327,-74.04392,Paradas SITP,#FDF202
3000,Br. Las Acacias,BOSA,4.625483,-74.193055,Paradas SITP,#FDF202
3001,IED Venecia,TUNJUELITO,4.590913,-74.144544,Paradas SITP,#FDF202
3002,Br. Bilbao II Sector,SUBA,4.752529,-74.123546,Paradas SITP,#FDF202
3003,Campo Deportivo La 43,PUENTE ARANDA,4.618693,-74.109272,Paradas SITP,#FDF202
3004,Desarrollo Chicó Sur,BOSA,4.624789,-74.19497,Paradas SITP,#FDF202
3005,IED Confederación Suiza,CIUDAD BOLIVAR,4.547852,-74.14792,Paradas SITP,#FDF202
3006,IED Marruecos y Molinos Sede A,RAFAEL URIBE URIBE,4.556181,-74.11773,Paradas SITP,#FDF202
3007,Vitelma,SAN CRISTOBAL,4.571843,-74.0776,Paradas SITP,#FDF202
3009,Parques de Lorena,USAQUEN,4.731844,-74.039782,Paradas SITP,#FDF202
3010,Estación Prado,SUBA,4.714105,-74.05372,Paradas SITP,#FDF202
3013,Colegio Colsubsidio Ciudadela,ENGATIVA,4.720996,-74.114573,Paradas SITP,#FDF202
3014,Zona Industrial Montevideo,FONTIBON,4.646758,-74.116513,Paradas SITP,#FDF202
3015,MIRADOR CASTILLA III,KENNEDY,4.642834,-74.130048,Paradas SITP,#FDF202
3016,Jardín Infantil El Recreo,BOSA,4.628462,-74.199469,Paradas SITP,#FDF202
3017,IED Marruecos y Molinos,RAFAEL URIBE URIBE,4.555184,-74.116309,Paradas SITP,#FDF202
3018,INCI,SAN CRISTOBAL,4.571604,-74.07699,Paradas SITP,#FDF202
3020,Pq. Las Margaritas,USAQUEN,4.732669,-74.043433,Paradas SITP,#FDF202
3024,UDCA,SUBA,4.800081,-74.04822,Paradas SITP,#FDF202
3025,Urb. Santa María,FONTIBON,4.64692,-74.115135,Paradas SITP,#FDF202
3026,Centro Cultural La Francia,PUENTE ARANDA,4.620093,-74.107737,Paradas SITP,#FDF202
3033,Br. Danubio Azul I y II Sector,BOSA,4.623356,-74.185242,Paradas SITP,#FDF202
3036,Estadio Nemesio Camacho el Campín,TEUSAQUILLO,4.645405,-74.076222,Paradas SITP,#FDF202
3037,BOMBEROS MONTEVIDEO,FONTIBON,4.64488,-74.112669,Paradas SITP,#FDF202
3038,IED Lucero Alto,CIUDAD BOLIVAR,4.550146,-74.147476,Paradas SITP,#FDF202
3039,Br. Marruecos II Sector,RAFAEL URIBE URIBE,4.554983,-74.114038,Paradas SITP,#FDF202
3041,Br. Vitelma,SAN CRISTOBAL,4.577809,-74.078358,Paradas SITP,#FDF202
3042,Campus U. Santo Tomás,SUBA,4.789185,-74.048842,Paradas SITP,#FDF202
3047,San Francisco Suba,SUBA,4.730049,-74.102757,Paradas SITP,#FDF202
3048,SANTA ROSITA,ENGATIVA,4.703171,-74.109793,Paradas SITP,#FDF202
3050,Br. Marruecos,RAFAEL URIBE URIBE,4.555017,-74.114317,Paradas SITP,#FDF202
3052,Br. La Pradera Norte,USAQUEN,4.741042,-74.033624,Paradas SITP,#FDF202
3053,Br. París,ENGATIVA,4.705667,-74.107642,Paradas SITP,#FDF202
3054,Calle 21,PUENTE ARANDA,4.628995,-74.096679,Paradas SITP,#FDF202
3057,Colegio El Carmelo,TEUSAQUILLO,4.634276,-74.076786,Paradas SITP,#FDF202
3061,Br. Canaima,USAQUEN,4.771816,-74.042646,Paradas SITP,#FDF202
3062,Br.  Nueva Tibabuyes,SUBA,4.73241,-74.104647,Paradas SITP,#FDF202
3063,Conjunto Residencial Afidro,ENGATIVA,4.703351,-74.105247,Paradas SITP,#FDF202
3064,KR 33,TEUSAQUILLO,4.629296,-74.085502,Paradas SITP,#FDF202
3066,La Merced,PUENTE ARANDA,4.621196,-74.103473,Paradas SITP,#FDF202
3068,Col. El Carmelo,TEUSAQUILLO,4.633883,-74.076487,Paradas SITP,#FDF202
3070,San Andresito Norte,USAQUEN,4.777311,-74.041829,Paradas SITP,#FDF202
3071,Urbanización San Cayetano,ENGATIVA,4.701781,-74.103649,Paradas SITP,#FDF202
3072,KR 38,TEUSAQUILLO,4.632141,-74.087372,Paradas SITP,#FDF202
3074,Jardines De Paz,USAQUEN,4.783603,-74.040762,Paradas SITP,#FDF202
3079,Urb. Arcos de Cantalejo,SUBA,4.74503,-74.05806,Paradas SITP,#FDF202
3083,Br. El Luján,ENGATIVA,4.68026,-74.104124,Paradas SITP,#FDF202
3085,MONSERRATE,PUENTE ARANDA,4.619789,-74.102233,Paradas SITP,#FDF202
3086,Desarrollo Las Margaritas,BOSA,4.629028,-74.196011,Paradas SITP,#FDF202
3087,Br. Lucero Medio,CIUDAD BOLIVAR,4.55141,-74.145272,Paradas SITP,#FDF202
3096,Urb. San Bernardo del Viento,SAN CRISTOBAL,4.583287,-74.083272,Paradas SITP,#FDF202
3097,Br. Marly,CHAPINERO,4.632461,-74.066893,Paradas SITP,#FDF202
3099,PARQUE FLORENCIA,ENGATIVA,4.700572,-74.106195,Paradas SITP,#FDF202
3102,Br. Holanda Sector Caminito,BOSA,4.626901,-74.188185,Paradas SITP,#FDF202
3104,Br. Las Margaritas III,BOSA,4.62903,-74.19577,Paradas SITP,#FDF202
3106,Urbanización Marruecos II Sector,RAFAEL URIBE URIBE,4.55417,-74.113055,Paradas SITP,#FDF202
3107,Ciudad Marbella,SAN CRISTOBAL,4.580821,-74.080972,Paradas SITP,#FDF202
3112,Avenida Calle 106,USAQUEN,4.690147,-74.045981,Paradas SITP,#FDF202
3115,Parque El Nogal,SUBA,4.743715,-74.11608,Paradas SITP,#FDF202
3116,IED NIDIA QUINTERO DE TURBAY,ENGATIVA,4.701408,-74.107367,Paradas SITP,#FDF202
3117,Ciudad Salitre 3ra Etapa,FONTIBON,4.652017,-74.112264,Paradas SITP,#FDF202
3118,Br. Hortelanos de Escocia,BOSA,4.6264,-74.187679,Paradas SITP,#FDF202
3122,Salón Comunal Bosques de Bari,RAFAEL URIBE URIBE,4.554039,-74.110786,Paradas SITP,#FDF202
3124,Br. Vitelma - Ciudadela Parque de la Roca,SAN CRISTOBAL,4.576658,-74.077307,Paradas SITP,#FDF202
3127,Cl 67,CHAPINERO,4.651995,-74.059506,Paradas SITP,#FDF202
3129,Br. Miramar,SUBA,4.74136,-74.115194,Paradas SITP,#FDF202
3131,Colegio Distrital Nidia Quintero de Turbay,ENGATIVA,4.701749,-74.108518,Paradas SITP,#FDF202
3134,UPA la Estrada,ENGATIVA,4.673826,-74.09738,Paradas SITP,#FDF202
3136,Br. Casa Nueva,BOSA,4.630348,-74.187912,Paradas SITP,#FDF202
3137,Br. Lucero Sur Bajo,CIUDAD BOLIVAR,4.547055,-74.141998,Paradas SITP,#FDF202
3138,Br. Los Molinos I Sector,RAFAEL URIBE URIBE,4.554299,-74.110958,Paradas SITP,#FDF202
3144,Calle 112,USAQUEN,4.695061,-74.043319,Paradas SITP,#FDF202
3146,Br. Santa Rita,SUBA,4.74146,-74.115153,Paradas SITP,#FDF202
3150,Urb. San Genaro,ENGATIVA,4.71021,-74.09813,Paradas SITP,#FDF202
3151,Colegio Giovanni Antonio Farina,BOSA,4.629471,-74.187337,Paradas SITP,#FDF202
3153,Urbanización las Quintas,CIUDAD BOLIVAR,4.545836,-74.141898,Paradas SITP,#FDF202
3154,Br. Altos del Sol,SAN CRISTOBAL,4.580178,-74.080638,Paradas SITP,#FDF202
3155,C.C. La Cabrera,CHAPINERO,4.667983,-74.051876,Paradas SITP,#FDF202
3159,Calle 119,USAQUEN,4.698227,-74.042965,Paradas SITP,#FDF202
3163,Centro Educativo Santiago de Atalayas,BOSA,4.628925,-74.194773,Paradas SITP,#FDF202
3164,Br. La Estancia Ciprés de la Llanada,CIUDAD BOLIVAR,4.594373,-74.178498,Paradas SITP,#FDF202
3166,Br. La Providencia Media,RAFAEL URIBE URIBE,4.560281,-74.115829,Paradas SITP,#FDF202
3168,Calle Primera,SAN CRISTOBAL,4.582286,-74.079435,Paradas SITP,#FDF202
3169,PARQUE EL TREBOL S-N,ENGATIVA,4.671415,-74.09547,Paradas SITP,#FDF202
3171,LOS EJIDOS,PUENTE ARANDA,4.617714,-74.097742,Paradas SITP,#FDF202
3172,Br. Zarazota I,RAFAEL URIBE URIBE,4.560967,-74.114788,Paradas SITP,#FDF202
3173,Br. Berlín,SUBA,4.746399,-74.11448,Paradas SITP,#FDF202
3178,Parque el Trébol,ENGATIVA,4.671188,-74.095755,Paradas SITP,#FDF202
3179,Br. Salitre Occidental Cl 24B,FONTIBON,4.651898,-74.106818,Paradas SITP,#FDF202
3180,Parroquia San Juan Nepomuceno,BOSA,4.627534,-74.185918,Paradas SITP,#FDF202
3181,Colegio La Giralda,SANTA FE,4.582791,-74.078429,Paradas SITP,#FDF202
3182,Kr 14,CHAPINERO,4.6789,-74.049835,Paradas SITP,#FDF202
3183,Br. Los Cerros,USAQUEN,4.727458,-74.045549,Paradas SITP,#FDF202
3185,Br. Brasilia III Sector,BOSA,4.627772,-74.186053,Paradas SITP,#FDF202
3186,Desarrollo Bosa Nova II Sector,BOSA,4.622704,-74.189853,Paradas SITP,#FDF202
3190,IED Sierra Morena Sede B,CIUDAD BOLIVAR,4.578836,-74.179347,Paradas SITP,#FDF202
3191, Carmen del Sol,RAFAEL URIBE URIBE,4.566554,-74.11376,Paradas SITP,#FDF202
3192,IED Pantaleón Gaitán Pérez,SAN CRISTOBAL,4.570237,-74.076664,Paradas SITP,#FDF202
3194,Br. Tejares del Norte II,SUBA,4.765438,-74.046643,Paradas SITP,#FDF202
3197,Br. San Carlos de Tibabuyes,SUBA,4.747907,-74.113148,Paradas SITP,#FDF202
3199,Parque Público El Recreo,BOSA,4.633635,-74.198418,Paradas SITP,#FDF202
3200,Alcaldía Local Ciudad Bolívar,CIUDAD BOLIVAR,4.59493,-74.168957,Paradas SITP,#FDF202
3201,Pq. Público Las Margaritas,USAQUEN,4.734037,-74.04425,Paradas SITP,#FDF202
3202,San Pedro Plaza,SUBA,4.766342,-74.049078,Paradas SITP,#FDF202
3203,SALESIANO LEON XIII,PUENTE ARANDA,4.621804,-74.0939,Paradas SITP,#FDF202
3204,Br. Santiago de Atalayas,BOSA,4.634768,-74.199852,Paradas SITP,#FDF202
3207,Barrio El Rodeo,BOSA,4.621532,-74.188613,Paradas SITP,#FDF202
3208,Br. Montecarlo,SAN CRISTOBAL,4.569945,-74.074121,Paradas SITP,#FDF202
3210,Chicó Norte,CHAPINERO,4.67539,-74.051235,Paradas SITP,#FDF202
3213,Br. Santa Amalia,SUBA,4.764837,-74.049589,Paradas SITP,#FDF202
3215,Br. Salitre Occidental,FONTIBON,4.647539,-74.109464,Paradas SITP,#FDF202
3217,Bosa Nova,BOSA,4.621662,-74.188666,Paradas SITP,#FDF202
3222,Br. La Florida Sur,CIUDAD BOLIVAR,4.548747,-74.13986,Paradas SITP,#FDF202
3224,Avenida Calle 127,USAQUEN,4.704102,-74.049168,Paradas SITP,#FDF202
3228,Urb. Áticos de Monterrey II,BOSA,4.750246,-74.062884,Paradas SITP,#FDF202
3231,Tibabuyes Universal,SUBA,4.747236,-74.111816,Paradas SITP,#FDF202
3232,Parque San Andrés,ENGATIVA,4.713044,-74.112229,Paradas SITP,#FDF202
3235,Salitre Club Residencial,FONTIBON,4.64938,-74.112337,Paradas SITP,#FDF202
3236, La Resurrección,RAFAEL URIBE URIBE,4.564104,-74.110923,Paradas SITP,#FDF202
3237,Sabana de Tibabuyes,SUBA,4.747347,-74.112005,Paradas SITP,#FDF202
3239,JARDINES DE CASTILLA,KENNEDY,4.640885,-74.152858,Paradas SITP,#FDF202
3241,Br. El Jazmín II Sector,PUENTE ARANDA,4.607858,-74.119657,Paradas SITP,#FDF202
3242,Hotel Dann Carlton,CHAPINERO,4.680145,-74.056902,Paradas SITP,#FDF202
3245,Avenida Calle 116,USAQUEN,4.697475,-74.050261,Paradas SITP,#FDF202
3247,Br. Bosa Santa Fe,BOSA,4.637488,-74.193397,Paradas SITP,#FDF202
3249,Pq. Sabana de Tibabuyes,SUBA,4.747493,-74.110103,Paradas SITP,#FDF202
3252,Br. El Corzo,BOSA,4.641789,-74.194915,Paradas SITP,#FDF202
3254,Br. Bosalinda - Hildebrando Olarte,BOSA,4.619753,-74.187501,Paradas SITP,#FDF202
3256,Portal del Sur,CIUDAD BOLIVAR,4.596,-74.171996,Paradas SITP,#FDF202
3257,Las Lomas,RAFAEL URIBE URIBE,4.567992,-74.110619,Paradas SITP,#FDF202
3262,Parroquia Beato Alberto Hurtado,SANTA FE,4.580175,-74.072711,Paradas SITP,#FDF202
3263,San José V Sector,SUBA,4.754997,-74.063034,Paradas SITP,#FDF202
3264,Br. Bachué I y II,ENGATIVA,4.712374,-74.103489,Paradas SITP,#FDF202
3265,Br. Cañaveralejo,BOSA,4.641411,-74.194792,Paradas SITP,#FDF202
3269,DG 59B,BOSA,4.619358,-74.186877,Paradas SITP,#FDF202
3270,AC 100,USAQUEN,4.688,-74.051852,Paradas SITP,#FDF202
3273,Barrio Portales del Norte,BOSA,4.754552,-74.061846,Paradas SITP,#FDF202
3274,CARRERA 66,BARRIOS UNIDOS,4.673419,-74.087293,Paradas SITP,#FDF202
3276,Br. Villas De Valero,BOSA,4.622239,-74.191299,Paradas SITP,#FDF202
3278,Br. Los tres Reyes II Sector,CIUDAD BOLIVAR,4.594729,-74.176572,Paradas SITP,#FDF202
3279,Br. El Retiro,CHAPINERO,4.665579,-74.050883,Paradas SITP,#FDF202
3281,Avenida Calle 100,USAQUEN,4.686384,-74.047976,Paradas SITP,#FDF202
3285,Br. La Estradita,ENGATIVA,4.674644,-74.093189,Paradas SITP,#FDF202
3286,Parque Zonal Atahualpa,FONTIBON,4.689231,-74.146633,Paradas SITP,#FDF202
3287,Br. Zona Franca,FONTIBON,4.669373,-74.157769,Paradas SITP,#FDF202
3289,C.C. Laguna,SUBA,4.733365,-74.106195,Paradas SITP,#FDF202
3292,CAI Bachué,ENGATIVA,4.716048,-74.102079,Paradas SITP,#FDF202
3293,LA ESTRADITA N-S,ENGATIVA,4.674412,-74.093477,Paradas SITP,#FDF202
3294,Parcela El Porvenir,BOSA,4.636158,-74.184798,Paradas SITP,#FDF202
3295,Br. Andalucía II,BOSA,4.598223,-74.178563,Paradas SITP,#FDF202
3296,Cl 1 B Bis,SANTA FE,4.58207,-74.072022,Paradas SITP,#FDF202
3306,Parque León de Greiff,CHAPINERO,4.668858,-74.054358,Paradas SITP,#FDF202
3308,Calle 110,USAQUEN,4.693452,-74.044411,Paradas SITP,#FDF202
3311,Gimnasio La Montaña,SUBA,4.792959,-74.047223,Paradas SITP,#FDF202
3312,Pq. San Andrés,ENGATIVA,4.713426,-74.109681,Paradas SITP,#FDF202
3318,Br. Cundinamarca Dg 15,FONTIBON,4.669163,-74.155192,Paradas SITP,#FDF202
3319,Br. El Porvenir Parcela 23,BOSA,4.635065,-74.183396,Paradas SITP,#FDF202
3323,Br. Príncipe de Bochica,RAFAEL URIBE URIBE,4.557047,-74.106967,Paradas SITP,#FDF202
3325,Embajada de Inglaterra,CHAPINERO,4.660831,-74.055834,Paradas SITP,#FDF202
3326,Colegio San Mateo Apóstol,SUBA,4.792788,-74.045299,Paradas SITP,#FDF202
3329,Br. Nueva Tibabuyes,SUBA,4.736092,-74.106994,Paradas SITP,#FDF202
3330,Br. El Rubí II,KENNEDY,4.607727,-74.175504,Paradas SITP,#FDF202
3336,Br. Millán,CIUDAD BOLIVAR,4.559155,-74.149469,Paradas SITP,#FDF202
3341,Br. Cerros de Occidente,RAFAEL URIBE URIBE,4.55703,-74.106895,Paradas SITP,#FDF202
3343,IED Aulas Colombianas San Luis,SANTA FE,4.580665,-74.071222,Paradas SITP,#FDF202
3345,Embajada de Paz de Colombia,CHAPINERO,4.662635,-74.058739,Paradas SITP,#FDF202
3346,Urb. Bochica III,ENGATIVA,4.714972,-74.111555,Paradas SITP,#FDF202
3347,IED República de Colombia,ENGATIVA,4.680398,-74.089236,Paradas SITP,#FDF202
3350,Br. El Rubí de Kennedy,KENNEDY,4.609249,-74.176377,Paradas SITP,#FDF202
3351,Br. Sierra Morena TV 73H Bis,CIUDAD BOLIVAR,4.577675,-74.170492,Paradas SITP,#FDF202
3352,CED Misael Pastrana Borrero,RAFAEL URIBE URIBE,4.563751,-74.108806,Paradas SITP,#FDF202
3354,Pquia. Santa Beatriz,USAQUEN,4.699377,-74.04316,Paradas SITP,#FDF202
3355,Bochica II,ENGATIVA,4.715038,-74.111328,Paradas SITP,#FDF202
3356,PRADOS DE CASTILLA -B-,KENNEDY,4.646946,-74.158786,Paradas SITP,#FDF202
3360,Br. Sierra Morena TV 73G Bis B,CIUDAD BOLIVAR,4.577355,-74.17005,Paradas SITP,#FDF202
3370,AV. Darío Echandía,RAFAEL URIBE URIBE,4.563676,-74.10883,Paradas SITP,#FDF202
